# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Ground target launch data for RED_MRBM_1
#Generated on Thu Jan 14 13:24:41 2010
#loft_angle burn_time ground_range time_of_flight
88.3500 101.6000 503843.34 427.5521
88.3500 101.6200 504444.44 427.7445
88.3500 101.6400 505054.80 427.9369
88.3500 101.6600 505665.88 428.1295
88.3500 101.6800 506277.70 428.3223
88.3500 101.7000 506890.25 428.5152
88.3500 101.7200 507503.54 428.7082
88.3500 101.7400 508117.56 428.9013
88.3500 101.7600 508723.79 429.0947
88.3500 101.7800 509339.30 429.2881
88.3500 101.8000 509955.54 429.4817
88.3500 101.8200 510572.53 429.6754
88.3500 101.8400 511190.26 429.8693
88.3500 101.8600 511808.73 430.0633
88.3500 101.8800 512427.95 430.2575
88.3500 101.9000 513047.92 430.4518
88.3500 101.9200 513660.08 430.6462
88.3500 101.9400 514281.55 430.8408
88.3500 101.9600 514903.77 431.0355
88.3500 101.9800 515526.74 431.2304
88.3500 102.0000 516150.47 431.4254
88.3500 102.0200 516774.95 431.6206
88.3500 102.0400 517400.19 431.8159
88.3500 102.0600 518026.17 432.0113
88.3500 102.0800 518652.93 432.2069
88.3500 102.1000 519280.45 432.4026
88.3500 102.1200 519900.15 432.5985
88.3500 102.1400 520529.18 432.7945
88.3500 102.1600 521158.98 432.9907
88.3500 102.1800 521789.55 433.1870
88.3500 102.2000 522420.88 433.3835
88.3500 102.2200 523052.98 433.5801
88.3500 102.2400 523685.84 433.7769
88.3500 102.2600 524319.48 433.9738
88.3500 102.2800 524953.88 434.1708
88.3500 102.3000 525589.07 434.3680
88.3500 102.3200 526225.02 434.5654
88.3500 102.3400 526861.74 434.7629
88.3500 102.3600 527499.25 434.9605
88.3500 102.3800 528137.52 435.1583
88.3500 102.4000 528776.58 435.3563
88.3500 102.4200 529416.42 435.5544
88.3500 102.4400 530057.03 435.7526
88.3500 102.4600 530698.43 435.9510
88.3500 102.4800 531332.00 436.1495
88.3500 102.5000 531974.96 436.3482
88.3500 102.5200 532618.71 436.5470
88.3500 102.5400 533263.25 436.7460
88.3500 102.5600 533908.56 436.9452
